['riven', 'leesin', 'leblanc', 'ezreal', 'leona', 'jayce', 'olaf', 'sylas', 'ashe', 'blitzcrank', 'red']
['nidalee', 'senna', 'velkoz', 'kaisa', 'yuumi', 'fizz', 'kindred', 'tristana', 'warwick', 'ornn', 'blue']
['rumble', 'nidalee', 'yone', 'ezreal', 'rakan', 'singed', 'leesin', 'lucian', 'kaisa', 'lulu', 'blue']
['rumble', 'nunu', 'zed', 'ashe', 'anivia', 'rengar', 'leblanc', 'fiddlesticks', 'jhin', 'maokai', 'red']
['shen', 'skarner', 'veigar', 'aphelios', 'lulu', 'nasus', 'shaco', 'morgana', 'xayah', 'lux', 'blue']
['kayle', 'khazix', 'annie', 'ezreal', 'thresh', 'jax', 'graves', 'orianna', 'tristana', 'lulu', 'red']
['nasus', 'leesin', 'ahri', 'jinx', 'thresh', 'kayle', 'ekko', 'yone', 'kaisa', 'maokai', 'red']
['renekton', 'leesin', 'yasuo', 'ezreal', 'thresh', 'aatrox', 'viego', 'nunu', 'kaisa', 'alistar', 'red']
['warwick', 'mordekaiser', 'vayne', 'jhin', 'lucian', 'anivia', 'lucian', 'jayce', 'camille', 'leblanc', 'red']
['sett', 'nocturne', 'orianna', 'ezreal', 'karma', 'aatrox', 'azir', 'talon', 'rengar', 'pantheon', 'blue']
['shen', 'nasus', 'zed', 'ezreal', 'blitzcrank', 'ryze', 'jarvaniv', 'fizz', 'kaisa', 'thresh', 'blue']
['akali', 'elise', 'garen', 'kaisa', 'thresh', 'renekton', 'leesin', 'fizz', 'tristana', 'missfortune', 'red']
['warwick', 'kayn', 'katarina', 'kaisa', 'blitzcrank', 'gnar', 'elise', 'leblanc', 'ezreal', 'rakan', 'red']
['shen', 'zac', 'talon', 'tristana', 'blitzcrank', 'tryndamere', 'rumble', 'ekko', 'ezreal', 'rell', 'blue']
['kled', 'masteryi', 'ahri', 'twitch', 'zilean', 'aatrox', 'shyvana', 'qiyana', 'tristana', 'pyke', 'blue']
['lucian', 'shaco', 'lux', 'ezreal', 'bard', 'quinn', 'maokai', 'vladimir', 'draven', 'ashe', 'blue']
['teemo', 'nocturne', 'talon', 'ezreal', 'sion', 'warwick', 'viego', 'sylas', 'missfortune', 'pyke', 'red']
['ornn', 'xinzhao', 'nunu', 'jinx', 'alistar', 'jayce', 'evelynn', 'quinn', 'ezreal', 'bard', 'red']
['aatrox', 'nidalee', 'talon', 'kaisa', 'pantheon', 'kennen', 'leesin', 'renekton', 'ezreal', 'karma', 'red']
['leesin', 'khazix', 'sylas', 'soraka', 'missfortune', 'gwen', 'gragas', 'zed', 'ezreal', 'yuumi', 'red']
['vayne', 'elise', 'sylas', 'missfortune', 'xerath', 'wukong', 'leesin', 'twistedfate', 'lucian', 'senna', 'red']
['quinn', 'wukong', 'fizz', 'xayah', 'pantheon', 'camille', 'jax', 'irelia', 'caitlyn', 'morgana', 'blue']
['elise', 'wukong', 'akali', 'vayne', 'pyke', 'gwen', 'leesin', 'nunu', 'missfortune', 'leona', 'red']
['sett', 'rumble', 'pantheon', 'ezreal', 'blitzcrank', 'renekton', 'rengar', 'talon', 'kogmaw', 'lulu', 'red']
['teemo', 'shaco', 'twistedfate', 'vayne', 'alistar', 'aatrox', 'darius', 'akali', 'jhin', 'janna', 'red']
['katarina', 'maokai', 'sivir', 'sett', 'swain', 'leesin', 'elise', 'malzahar', 'diana', 'corki', 'blue']
['ryze', 'graves', 'pantheon', 'samira', 'thresh', 'wukong', 'kayn', 'viktor', 'ashe', 'karma', 'red']
['kennen', 'masteryi', 'kaisa', 'aphelios', 'kogmaw', 'wukong', 'sylas', 'amumu', 'jinx', 'leona', 'red']
['leesin', 'rumble', 'leblanc', 'kogmaw', 'maokai', 'vayne', 'graves', 'sylas', 'caitlyn', 'lulu', 'blue']
['kayle', 'azir', 'urgot', 'pyke', 'shen', 'viktor', 'amumu', 'kogmaw', 'thresh', 'twistedfate', 'blue']
['garen', 'kindred', 'pantheon', 'ezreal', 'yuumi', 'tryndamere', 'amumu', 'ahri', 'vayne', 'xerath', 'red']
['rammus', 'shaco', 'udyr', 'samira', 'mordekaiser', 'riven', 'viego', 'ekko', 'lux', 'velkoz', 'red']
['sylas', 'vayne', 'pyke', 'poppy', 'jax', 'akali', 'yasuo', 'leesin', 'caitlyn', 'morgana', 'blue']
['bard', 'samira', 'leesin', 'vayne', 'xerath', 'trundle', 'riven', 'leesin', 'senna', 'caitlyn', 'red']
['malphite', 'kindred', 'xinzhao', 'ezreal', 'zyra', 'camille', 'rumble', 'ahri', 'tristana', 'thresh', 'blue']
['sylas', 'leesin', 'seraphine', 'ezreal', 'xerath', 'sett', 'viego', 'galio', 'jinx', 'thresh', 'blue']
['renekton', 'sejuani', 'sylas', 'ezreal', 'senna', 'mordekaiser', 'kayn', 'yasuo', 'kaisa', 'karma', 'blue']
['akali', 'masteryi', 'zed', 'vayne', 'lulu', 'sett', 'nunu', 'riven', 'samira', 'thresh', 'blue']
['akali', 'graves', 'seraphine', 'kaisa', 'zyra', 'riven', 'kayn', 'xerath', 'ezreal', 'zilean', 'red']
['fiora', 'zac', 'katarina', 'thresh', 'samira', 'aatrox', 'leona', 'sylas', 'kaisa', 'xinzhao', 'red']
['sett', 'leesin', 'zed', 'aphelios', 'morgana', 'gwen', 'graves', 'ekko', 'ezreal', 'sion', 'red']
['aatrox', 'xinzhao', 'akali', 'samira', 'leona', 'sylas', 'viego', 'vladimir', 'jinx', 'soraka', 'blue']
['zac', 'leesin', 'viktor', 'ezreal', 'senna', 'jayce', 'ekko', 'zed', 'vayne', 'xerath', 'blue']
['gnar', 'kindred', 'vladimir', 'samira', 'thresh', 'olaf', 'viego', 'viktor', 'senna', 'gragas', 'red']
['shen', 'nocturne', 'nunu', 'ezreal', 'alistar', 'gangplank', 'morgana', 'xayah', 'ashe', 'blitzcrank', 'red']
['mordekaiser', 'elise', 'lucian', 'ezreal', 'yuumi', 'leblanc', 'xinzhao', 'malphite', 'varus', 'lux', 'red']
['lux', 'akali', 'yuumi', 'sion', 'mordekaiser', 'kindred', 'leesin', 'lulu', 'vayne', 'senna', 'red']
['rengar', 'masteryi', 'pyke', 'kaisa', 'gragas', 'ornn', 'graves', 'katarina', 'tristana', 'alistar', 'blue']
['aatrox', 'kindred', 'sylas', 'ezreal', 'nami', 'camille', 'twitch', 'orianna', 'senna', 'seraphine', 'blue']
['wukong', 'graves', 'morgana', 'ezreal', 'alistar', 'volibear', 'evelynn', 'sett', 'kogmaw', 'pantheon', 'blue']
['irelia', 'leesin', 'lulu', 'samira', 'mordekaiser', 'soraka', 'lux', 'fiora', 'lucian', 'drmundo', 'blue']
['kled', 'reksai', 'sylas', 'kaisa', 'sett', 'wukong', 'udyr', 'xerath', 'ezreal', 'tahmkench', 'blue']
['volibear', 'khazix', 'twistedfate', 'kaisa', 'senna', 'gnar', 'leesin', 'fizz', 'jinx', 'xerath', 'red']
['rumble', 'sion', 'missfortune', 'aphelios', 'jarvaniv', 'zed', 'masteryi', 'jayce', 'zoe', 'tahmkench', 'blue']
['leona', 'kayle', 'samira', 'janna', 'shaco', 'lux', 'poppy', 'kaisa', 'leona', 'leesin', 'blue']
['shen', 'drmundo', 'diana', 'senna', 'xerath', 'gwen', 'nautilus', 'yasuo', 'samira', 'leesin', 'red']
['sylas', 'lucian', 'twitch', 'ekko', 'yuumi', 'caitlyn', 'kalista', 'talon', 'fiddlesticks', 'yasuo', 'blue']
['kayle', 'elise', 'zed', 'kaisa', 'nautilus', 'jayce', 'nidalee', 'syndra', 'ezreal', 'xerath', 'red']
['rengar', 'nidalee', 'lucian', 'caitlyn', 'shaco', 'darius', 'reksai', 'ekko', 'varus', 'lux', 'blue']
['warwick', 'masteryi', 'akali', 'vayne', 'alistar', 'trundle', 'kindred', 'ahri', 'kaisa', 'shen', 'red']
['wukong', 'poppy', 'diana', 'swain', 'leesin', 'camille', 'kindred', 'malzahar', 'ezreal', 'morgana', 'red']
['malphite', 'graves', 'twistedfate', 'anivia', 'leona', 'aatrox', 'leesin', 'ezreal', 'varus', 'shaco', 'red']
['akali', 'wukong', 'yasuo', 'jhin', 'xerath', 'ezreal', 'kindred', 'leblanc', 'malphite', 'thresh', 'blue']
['ashe', 'sett', 'leesin', 'zac', 'kayn', 'leesin', 'galio', 'ezreal', 'leona', 'fiora', 'blue']
['jax', 'katarina', 'shyvana', 'ezreal', 'braum', 'shen', 'kindred', 'xerath', 'kaisa', 'irelia', 'red']
['nasus', 'hecarim', 'lucian', 'kaisa', 'thresh', 'gwen', 'nidalee', 'qiyana', 'ezreal', 'zac', 'blue']
['ziggs', 'ornn', 'sett', 'twitch', 'jhin', 'shaco', 'ezreal', 'kayn', 'vayne', 'morgana', 'red']
['diana', 'morgana', 'samira', 'wukong', 'pantheon', 'malzahar', 'kaisa', 'ahri', 'shen', 'khazix', 'blue']
['leesin', 'evelynn', 'camille', 'draven', 'veigar', 'jayce', 'twitch', 'akali', 'kaisa', 'lulu', 'blue']
['zac', 'kindred', 'yone', 'ashe', 'yuumi', 'yasuo', 'leesin', 'rumble', 'jinx', 'thresh', 'blue']
['warwick', 'poppy', 'zed', 'ezreal', 'pyke', 'jayce', 'quinn', 'akali', 'kaisa', 'rakan', 'blue']
['yone', 'xinzhao', 'katarina', 'lucian', 'rakan', 'sett', 'reksai', 'leesin', 'xayah', 'yuumi', 'red']
['malphite', 'nautilus', 'viktor', 'ezreal', 'anivia', 'gnar', 'trundle', 'sylas', 'varus', 'morgana', 'red']
['sylas', 'kindred', 'qiyana', 'caitlyn', 'morgana', 'fiora', 'zac', 'zed', 'ezreal', 'senna', 'blue']
['volibear', 'amumu', 'heimerdinger', 'samira', 'thresh', 'vayne', 'gwen', 'sett', 'caitlyn', 'xerath', 'red']
['malphite', 'fiddlesticks', 'varus', 'lucian', 'thresh', 'zed', 'hecarim', 'ekko', 'ezreal', 'senna', 'blue']
['gwen', 'skarner', 'sylas', 'ezreal', 'maokai', 'shen', 'corki', 'ahri', 'jinx', 'tryndamere', 'red']
['zac', 'nidalee', 'chogath', 'kaisa', 'blitzcrank', 'skarner', 'lillia', 'zed', 'ezreal', 'janna', 'blue']
['samira', 'pyke', 'jayce', 'aphelios', 'zac', 'leesin', 'bard', 'khazix', 'zilean', 'senna', 'red']
['wukong', 'graves', 'yasuo', 'caitlyn', 'rumble', 'fiora', 'leesin', 'talon', 'draven', 'alistar', 'blue']
['ornn', 'xinzhao', 'diana', 'sivir', 'gragas', 'renekton', 'elise', 'twistedfate', 'varus', 'janna', 'blue']
['nunu', 'ryze', 'ezreal', 'thresh', 'kaisa', 'volibear', 'nautilus', 'samira', 'talon', 'rumble', 'red']
['leesin', 'evelynn', 'yasuo', 'lucian', 'yuumi', 'shen', 'zac', 'twistedfate', 'jhin', 'pantheon', 'red']
['jinx', 'yasuo', 'zilean', 'ekko', 'ezreal', 'samira', 'ziggs', 'nasus', 'karma', 'sona', 'red']
['gwen', 'ekko', 'yone', 'ezreal', 'morgana', 'kled', 'evelynn', 'viego', 'caitlyn', 'brand', 'red']
['fiora', 'elise', 'talon', 'ezreal', 'gragas', 'sett', 'wukong', 'syndra', 'zilean', 'kaisa', 'blue']
['ezreal', 'ekko', 'leesin', 'warwick', 'darius', 'ezreal', 'nasus', 'ryze', 'alistar', 'galio', 'blue']
['yorick', 'leesin', 'irelia', 'missfortune', 'neeko', 'poppy', 'darius', 'qiyana', 'rengar', 'aurelionsol', 'blue']
['kalista', 'taric', 'nautilus', 'ashe', 'annie', 'pyke', 'tristana', 'akali', 'nami', 'olaf', 'red']
['aatrox', 'diana', 'zed', 'vayne', 'heimerdinger', 'sylas', 'nocturne', 'kled', 'kaisa', 'shen', 'red']
['evelynn', 'karthus', 'kaisa', 'sett', 'leblanc', 'rumble', 'senna', 'leesin', 'ornn', 'katarina', 'blue']
['sett', 'samira', 'leona', 'viego', 'leblanc', 'nautilus', 'fiddlesticks', 'yasuo', 'fiora', 'lucian', 'red']
['leesin', 'aphelios', 'nidalee', 'leblanc', 'lux', 'xerath', 'pantheon', 'samira', 'kindred', 'jax', 'red']
['tahmkench', 'volibear', 'anivia', 'kaisa', 'alistar', 'mordekaiser', 'morgana', 'twistedfate', 'jinx', 'rell', 'red']
['sett', 'amumu', 'swain', 'ezreal', 'senna', 'kayle', 'teemo', 'anivia', 'samira', 'seraphine', 'red']
['gwen', 'poppy', 'sylas', 'jinx', 'thresh', 'wukong', 'elise', 'yasuo', 'kaisa', 'lulu', 'blue']
['nautilus', 'leesin', 'nasus', 'xerath', 'kaisa', 'veigar', 'shaco', 'tristana', 'leona', 'warwick', 'red']
['kindred', 'mordekaiser', 'graves', 'sylas', 'yuumi', 'sylas', 'pyke', 'swain', 'kayn', 'teemo', 'blue']
['cassiopeia', 'shaco', 'missfortune', 'ekko', 'ryze', 'chogath', 'brand', 'nautilus', 'yuumi', 'masteryi', 'red']
['kennen', 'leesin', 'malphite', 'kaisa', 'lulu', 'ornn', 'kindred', 'zed', 'tristana', 'yuumi', 'blue']
['fiora', 'nidalee', 'zed', 'ezreal', 'shaco', 'wukong', 'evelynn', 'sett', 'jhin', 'brand', 'blue']
['sylas', 'poppy', 'katarina', 'ezreal', 'galio', 'leblanc', 'gragas', 'fiora', 'lulu', 'blitzcrank', 'red']
['tahmkench', 'shaco', 'lissandra', 'jhin', 'pantheon', 'aatrox', 'nidalee', 'veigar', 'samira', 'thresh', 'red']
['jax', 'leesin', 'yasuo', 'caitlyn', 'lissandra', 'viego', 'vi', 'sylas', 'ezreal', 'xerath', 'red']
['rammus', 'nocturne', 'malphite', 'samira', 'alistar', 'jax', 'kindred', 'diana', 'vayne', 'leona', 'red']
['gwen', 'xinzhao', 'neeko', 'kaisa', 'bard', 'aphelios', 'kindred', 'ahri', 'rumble', 'soraka', 'blue']
['lucian', 'lux', 'varus', 'ekko', 'urgot', 'kayn', 'sylas', 'ashe', 'senna', 'missfortune', 'red']
['trundle', 'fizz', 'leesin', 'samira', 'pantheon', 'illaoi', 'olaf', 'orianna', 'ezreal', 'soraka', 'red']
['gangplank', 'nocturne', 'yasuo', 'vayne', 'lulu', 'mordekaiser', 'poppy', 'talon', 'ezreal', 'soraka', 'blue']
['kayle', 'warwick', 'sylas', 'maokai', 'irelia', 'lissandra', 'quinn', 'sett', 'lucian', 'akali', 'blue']
['fiora', 'veigar', 'sona', 'jayce', 'garen', 'vayne', 'masteryi', 'vladimir', 'morgana', 'malphite', 'blue']
['singed', 'sion', 'sylas', 'sivir', 'lulu', 'leesin', 'nidalee', 'ezreal', 'jhin', 'alistar', 'blue']
['janna', 'ezreal', 'twistedfate', 'amumu', 'nautilus', 'soraka', 'velkoz', 'viktor', 'vayne', 'yuumi', 'blue']
['kled', 'garen', 'yone', 'twitch', 'xerath', 'trundle', 'diana', 'ahri', 'soraka', 'kaisa', 'blue']
['sett', 'nidalee', 'galio', 'varus', 'yuumi', 'sylas', 'shaco', 'fizz', 'ezreal', 'swain', 'red']
['shaco', 'illaoi', 'twistedfate', 'gangplank', 'samira', 'kogmaw', 'diana', 'lillia', 'lucian', 'kindred', 'blue']
['trundle', 'kayn', 'sylas', 'ezreal', 'blitzcrank', 'akali', 'khazix', 'zed', 'sivir', 'zyra', 'red']
['udyr', 'volibear', 'mordekaiser', 'lux', 'akali', 'heimerdinger', 'rammus', 'senna', 'varus', 'pantheon', 'red']
['sylas', 'nidalee', 'yone', 'ezreal', 'morgana', 'ivern', 'diana', 'pantheon', 'kaisa', 'brand', 'blue']
['malphite', 'akali', 'gangplank', 'veigar', 'ezreal', 'aatrox', 'varus', 'tristana', 'kennen', 'darius', 'blue']
['kled', 'morgana', 'malzahar', 'ezreal', 'galio', 'wukong', 'sejuani', 'lucian', 'samira', 'lulu', 'blue']
['ornn', 'rumble', 'zed', 'missfortune', 'lulu', 'leesin', 'shaco', 'chogath', 'swain', 'yuumi', 'blue']
['sett', 'diana', 'leesin', 'swain', 'zyra', 'gangplank', 'ekko', 'zed', 'jhin', 'lux', 'red']
['sett', 'diana', 'thresh', 'yasuo', 'caitlyn', 'ornn', 'ezreal', 'kindred', 'irelia', 'janna', 'red']
['jayce', 'nunu', 'pantheon', 'yasuo', 'yuumi', 'camille', 'volibear', 'orianna', 'varus', 'maokai', 'blue']
['garen', 'elise', 'lucian', 'ezreal', 'lulu', 'leesin', 'gragas', 'yasuo', 'sivir', 'alistar', 'red']
['gwen', 'lillia', 'fiora', 'samira', 'karma', 'quinn', 'kayn', 'qiyana', 'jhin', 'yuumi', 'red']
['gwen', 'warwick', 'yone', 'lucian', 'morgana', 'camille', 'leesin', 'malphite', 'kaisa', 'galio', 'blue']
['katarina', 'sivir', 'sylas', 'kogmaw', 'fizz', 'janna', 'kayn', 'ashe', 'malphite', 'thresh', 'red']
['kennen', 'trundle', 'katarina', 'ezreal', 'karma', 'ornn', 'leesin', 'leblanc', 'kaisa', 'zyra', 'red']
['renekton', 'elise', 'galio', 'kaisa', 'zilean', 'sylas', 'evelynn', 'diana', 'twitch', 'mordekaiser', 'red']
['sylas', 'kindred', 'pantheon', 'ezreal', 'velkoz', 'nasus', 'graves', 'twistedfate', 'varus', 'thresh', 'red']
['kled', 'shyvana', 'leblanc', 'sivir', 'seraphine', 'riven', 'xinzhao', 'zoe', 'ezreal', 'yuumi', 'red']
['aatrox', 'graves', 'galio', 'kaisa', 'leona', 'darius', 'rumble', 'zed', 'ezreal', 'neeko', 'blue']
['teemo', 'gwen', 'lucian', 'senna', 'ezreal', 'ahri', 'nidalee', 'xerath', 'aphelios', 'blitzcrank', 'red']
['jax', 'nidalee', 'sylas', 'corki', 'lux', 'shen', 'leesin', 'ryze', 'ezreal', 'nami', 'red']
['warwick', 'zyra', 'qiyana', 'mordekaiser', 'yone', 'pantheon', 'jax', 'lucian', 'viktor', 'lux', 'red']
['nidalee', 'chogath', 'zed', 'garen', 'senna', 'sett', 'kaisa', 'twistedfate', 'drmundo', 'brand', 'blue']
['renekton', 'elise', 'qiyana', 'swain', 'lux', 'fiora', 'zoe', 'nidalee', 'ezreal', 'pyke', 'red']
['gragas', 'graves', 'zed', 'jinx', 'thresh', 'volibear', 'nidalee', 'qiyana', 'caitlyn', 'brand', 'red']
['mordekaiser', 'kindred', 'lulu', 'samira', 'qiyana', 'renekton', 'kayn', 'sett', 'kaisa', 'alistar', 'red']
['aatrox', 'kindred', 'yasuo', 'ezreal', 'swain', 'riven', 'rumble', 'akali', 'sivir', 'blitzcrank', 'red']
['renekton', 'leesin', 'qiyana', 'ezreal', 'trundle', 'sett', 'volibear', 'zed', 'kaisa', 'lulu', 'blue']
['shen', 'evelynn', 'sylas', 'ezreal', 'pyke', 'rumble', 'nidalee', 'talon', 'thresh', 'kogmaw', 'red']
['gwen', 'poppy', 'ziggs', 'caitlyn', 'zilean', 'renekton', 'volibear', 'samira', 'lux', 'kassadin', 'red']
['rumble', 'ezreal', 'katarina', 'xerath', 'jhin', 'ashe', 'swain', 'karthus', 'irelia', 'taliyah', 'blue']
['ornn', 'ezreal', 'zed', 'nasus', 'diana', 'akali', 'ashe', 'xinzhao', 'galio', 'aatrox', 'red']
['sion', 'leesin', 'fizz', 'missfortune', 'morgana', 'fiora', 'khazix', 'qiyana', 'jinx', 'leona', 'blue']
['gragas', 'veigar', 'leblanc', 'alistar', 'riven', 'twistedfate', 'wukong', 'sett', 'missfortune', 'kogmaw', 'red']
['janna', 'ryze', 'lucian', 'jinx', 'sett', 'alistar', 'lux', 'zed', 'viktor', 'darius', 'red']
['ezreal', 'camille', 'viego', 'graves', 'karma', 'lulu', 'leesin', 'samira', 'ahri', 'camille', 'blue']
['darius', 'viego', 'jayce', 'kaisa', 'leona', 'aatrox', 'xinzhao', 'katarina', 'samira', 'thresh', 'red']
['yone', 'leesin', 'leblanc', 'kaisa', 'nautilus', 'darius', 'evelynn', 'talon', 'ezreal', 'yuumi', 'red']
['mordekaiser', 'leesin', 'irelia', 'jinx', 'nautilus', 'darius', 'elise', 'ahri', 'kaisa', 'thresh', 'red']
['jax', 'leesin', 'irelia', 'kaisa', 'senna', 'sett', 'poppy', 'heimerdinger', 'ezreal', 'nautilus', 'red']
['urgot', 'shaco', 'ekko', 'ezreal', 'morgana', 'ornn', 'nunu', 'katarina', 'samira', 'thresh', 'blue']
['gangplank', 'leesin', 'wukong', 'varus', 'pyke', 'camille', 'shaco', 'katarina', 'ezreal', 'soraka', 'red']
['mordekaiser', 'kaisa', 'thresh', 'sylas', 'leesin', 'karma', 'aatrox', 'leesin', 'ezreal', 'twistedfate', 'blue']
['morgana', 'missfortune', 'quinn', 'zed', 'lucian', 'gangplank', 'thresh', 'katarina', 'leblanc', 'graves', 'red']
['leesin', 'evelynn', 'twistedfate', 'ezreal', 'morgana', 'rengar', 'kindred', 'yasuo', 'vayne', 'braum', 'red']
['kennen', 'graves', 'zed', 'ezreal', 'leona', 'katarina', 'viego', 'vladimir', 'samira', 'thresh', 'blue']
['gragas', 'nunu', 'ekko', 'illaoi', 'kindred', 'leesin', 'lissandra', 'sona', 'heimerdinger', 'jayce', 'red']
['sylas', 'leesin', 'sett', 'kaisa', 'nautilus', 'yone', 'jax', 'morgana', 'ezreal', 'brand', 'red']
['irelia', 'zac', 'orianna', 'blitzcrank', 'samira', 'garen', 'nidalee', 'leblanc', 'aphelios', 'thresh', 'red']
['draven', 'darius', 'jinx', 'zed', 'malphite', 'vayne', 'nidalee', 'lucian', 'blitzcrank', 'kennen', 'blue']
['camille', 'diana', 'yone', 'ezreal', 'senna', 'varus', 'tryndamere', 'lucian', 'nidalee', 'leona', 'red']
['mordekaiser', 'diana', 'aurelionsol', 'yasuo', 'yuumi', 'darius', 'viego', 'kassadin', 'caitlyn', 'blitzcrank', 'red']
['renekton', 'elise', 'viktor', 'jinx', 'leona', 'akali', 'kindred', 'sett', 'samira', 'senna', 'blue']
['cassiopeia', 'yone', 'sett', 'ekko', 'blitzcrank', 'aatrox', 'yasuo', 'lillia', 'ezreal', 'alistar', 'blue']
['irelia', 'jarvaniv', 'garen', 'ezreal', 'seraphine', 'jax', 'wukong', 'vayne', 'kalista', 'leona', 'red']
['sett', 'viego', 'katarina', 'ezreal', 'thresh', 'irelia', 'diana', 'pantheon', 'ashe', 'leona', 'blue']
['sylas', 'zac', 'lucian', 'ezreal', 'xerath', 'irelia', 'poppy', 'katarina', 'varus', 'velkoz', 'blue']
['rumble', 'nasus', 'nautilus', 'udyr', 'corki', 'akali', 'viego', 'ezreal', 'yasuo', 'lulu', 'red']
['renekton', 'karthus', 'sett', 'varus', 'morgana', 'jayce', 'evelynn', 'ryze', 'jhin', 'xerath', 'red']
['gnar', 'leesin', 'qiyana', 'ezreal', 'lulu', 'teemo', 'kindred', 'varus', 'viego', 'azir', 'red']
['camille', 'akali', 'gragas', 'vayne', 'nautilus', 'volibear', 'ekko', 'yone', 'kaisa', 'morgana', 'red']
['kled', 'kindred', 'ahri', 'ezreal', 'zilean', 'renekton', 'nidalee', 'xerath', 'twitch', 'thresh', 'red']
['fiora', 'elise', 'leblanc', 'samira', 'rell', 'missfortune', 'reksai', 'viktor', 'bard', 'cassiopeia', 'red']
['riven', 'fiddlesticks', 'qiyana', 'vayne', 'alistar', 'kennen', 'kayn', 'yasuo', 'caitlyn', 'lulu', 'blue']
['garen', 'leesin', 'katarina', 'vayne', 'morgana', 'wukong', 'fiddlesticks', 'chogath', 'ezreal', 'sett', 'red']
['gwen', 'graves', 'fizz', 'samira', 'neeko', 'camille', 'leesin', 'xerath', 'kalista', 'alistar', 'red']
['thresh', 'irelia', 'ashe', 'diana', 'akali', 'yone', 'rumble', 'kalista', 'xerath', 'alistar', 'red']
['morgana', 'nami', 'shaco', 'yasuo', 'nasus', 'aatrox', 'jayce', 'varus', 'draven', 'drmundo', 'red']
['varus', 'malzahar', 'xerath', 'sona', 'vayne', 'katarina', 'lux', 'shaco', 'fiddlesticks', 'galio', 'blue']
['renekton', 'sylas', 'missfortune', 'shaco', 'brand', 'karma', 'kindred', 'ryze', 'xayah', 'sett', 'blue']
['jayce', 'udyr', 'zed', 'ezreal', 'galio', 'irelia', 'leesin', 'ahri', 'ashe', 'swain', 'blue']
['sett', 'xinzhao', 'syndra', 'ezreal', 'ashe', 'gnar', 'leesin', 'zed', 'lucian', 'alistar', 'red']
['karma', 'graves', 'jhin', 'neeko', 'ornn', 'akali', 'volibear', 'nunu', 'ezreal', 'amumu', 'red']
['irelia', 'nocturne', 'sylas', 'samira', 'leesin', 'kalista', 'warwick', 'ryze', 'kaisa', 'poppy', 'blue']
['senna', 'gnar', 'kaisa', 'kindred', 'viktor', 'sett', 'masteryi', 'ekko', 'ezreal', 'morgana', 'red']
['sylas', 'leesin', 'chogath', 'missfortune', 'yuumi', 'vayne', 'nidalee', 'akali', 'kaisa', 'thresh', 'red']
['jayce', 'evelynn', 'ahri', 'ezreal', 'thresh', 'ryze', 'elise', 'yone', 'draven', 'pantheon', 'red']
['jayce', 'twitch', 'kassadin', 'samira', 'alistar', 'camille', 'evelynn', 'katarina', 'varus', 'zilean', 'red']
['aatrox', 'hecarim', 'malphite', 'senna', 'rumble', 'leesin', 'reksai', 'cassiopeia', 'ezreal', 'karma', 'red']
['irelia', 'nidalee', 'zed', 'blitzcrank', 'ezreal', 'sett', 'reksai', 'qiyana', 'kaisa', 'morgana', 'blue']
['darius', 'warwick', 'pyke', 'vayne', 'velkoz', 'nasus', 'leesin', 'sylas', 'ezreal', 'thresh', 'red']
['tristana', 'ashe', 'braum', 'jinx', 'rengar', 'malphite', 'senna', 'bard', 'pyke', 'quinn', 'red']
['mordekaiser', 'lulu', 'yone', 'vayne', 'viego', 'darius', 'elise', 'kled', 'ezreal', 'karma', 'red']
['kled', 'ekko', 'diana', 'kaisa', 'pyke', 'darius', 'kindred', 'akali', 'ezreal', 'thresh', 'blue']
['zac', 'viego', 'vladimir', 'velkoz', 'yuumi', 'nautilus', 'malphite', 'mordekaiser', 'ashe', 'kaisa', 'red']
['vayne', 'zac', 'leblanc', 'samira', 'gragas', 'sett', 'vi', 'ahri', 'neeko', 'lux', 'blue']
['malphite', 'nidalee', 'yasuo', 'samira', 'senna', 'zac', 'viego', 'sett', 'ezreal', 'yuumi', 'blue']
['garen', 'hecarim', 'vladimir', 'missfortune', 'lulu', 'volibear', 'nocturne', 'katarina', 'ezreal', 'alistar', 'blue']
['kled', 'trundle', 'akali', 'vayne', 'lux', 'garen', 'leesin', 'ahri', 'kaisa', 'anivia', 'blue']
['malphite', 'gragas', 'pyke', 'samira', 'nautilus', 'darius', 'kindred', 'galio', 'varus', 'neeko', 'blue']
['sett', 'rumble', 'malphite', 'samira', 'pyke', 'rengar', 'hecarim', 'twistedfate', 'vayne', 'lulu', 'blue']
['pantheon', 'zac', 'zed', 'ezreal', 'alistar', 'poppy', 'evelynn', 'xerath', 'varus', 'swain', 'blue']
['sett', 'shaco', 'leblanc', 'ezreal', 'lux', 'camille', 'leesin', 'xerath', 'lulu', 'jinx', 'blue']
['sett', 'viego', 'qiyana', 'vayne', 'mordekaiser', 'garen', 'zac', 'malzahar', 'alistar', 'samira', 'blue']
['kalista', 'leesin', 'yasuo', 'lucian', 'seraphine', 'ornn', 'ekko', 'renekton', 'jhin', 'senna', 'red']
['poppy', 'leesin', 'viktor', 'yasuo', 'malphite', 'sion', 'fiddlesticks', 'orianna', 'vayne', 'senna', 'blue']
['irelia', 'teemo', 'ezreal', 'leblanc', 'viego', 'masteryi', 'shaco', 'kayle', 'leblanc', 'aphelios', 'red']
